ind,genPC1_LecPine,genPC2_LecPine,genPC3_LecPine,ID,avg_perc_PP_reads_mapped,MERGED_FINAL_read_count,species,city,state,area,latitude,longitude,host,stage,lcPC1,lcPC2,change_tmax,site_number,grouped_site_number_5km,allele_imbalance,average_depth_coverage,missingness,heterozygosity,pop,admix_prop_k2,lec_blue_k2,pine_orange_k2,lec_blue_k3,pine_orange_k3,lec_purple_k3,lec_blue_k4,pine_orange_k4,lec_purple_k4,lec_green_k4
21074D-06-199,0.0323588,-0.0571282,0.000834617,RB083_AG1,0.97505,35908486,lecontei,Lilley,MI,North,43.796,-85.74,jack,larva,1.672460387,-0.962450502,0.433361473,121,80,23.0405,19.1,0.018981014,0.057956173,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-200,0.0323169,-0.0566883,0.000876488,RB088_AG1,0.9696,34892934,lecontei,Lilley,MI,North,43.796,-85.74,jack,larva,1.672460387,-0.962450502,0.433361473,121,80,23.93506,18.7,0.019792416,0.061064001,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-201,0.0324044,-0.0567553,0.000921324,RB089_AG1,0.86825,35807560,lecontei,Lilley,MI,North,43.796,-85.74,jack,larva,1.672460387,-0.962450502,0.433361473,121,80,24.73123,18.6,0.020541031,0.057584962,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-202,0.032315,-0.0566973,0.00086053,RB090_AG1,0.935,33022760,lecontei,Grayling,MI,North,44.657,-84.414,scots,larva,2.494700344,-0.031038609,0.043675624,145,96,24.74728,17.6,0.031118238,0.062351076,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-204,0.0324145,-0.0567347,0.000791412,RB092_AG1,0.97585,35903226,lecontei,Grayling,MI,North,44.657,-84.414,jack,larva,2.494700344,-0.031038609,0.043675624,145,96,21.9806,19.1,0.015783703,0.055824635,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-205,0.0318422,-0.0523606,0.00049476,RB095_AG1,0.9456,35265072,lecontei,Gilchrist,MI,North,46.094,-85.339,jack,larva,0.301415069,3.114115053,0.038780892,182,117,26.06787,18.4,0.023028365,0.052970867,lecontei_MI,0,1,0,1,0,0,0.9149,0,0,0.0851
21074D-06-206,0.0316586,-0.0534711,0.000522914,RB096_AG1,0.97555,31609522,lecontei,Naubinway,MI,North,46.096,-85.394,jack,larva,0.24533951,3.240265446,0.043913044,184,117,26.88251,16.6,0.04520669,0.036891279,lecontei_MI,0,1,0,1,0,0,0.9162,0,0,0.0838
21074D-06-209,0.0317126,-0.0553886,0.000454596,RB100_AG1,0.9531,34639730,lecontei,Watersmeet,MI,North,46.354,-89.179,jack,larva,0.752169259,-0.21249135,-0.207785359,188,121,31.75152,18.3,0.021410391,0.037558732,lecontei_MI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-210,0.0320853,-0.0557951,0.000758291,RB101_AG1,0.97265,36292668,lecontei,Hayes,WI,North,44.985,-88.449,red,larva,-0.953696096,-0.228696659,-0.049981023,158,103,34.08089,19.5,0.02057484,0.042689692,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-211,0.0320034,-0.0557667,0.000645701,RB104_AG1,0.9729,37036374,lecontei,Hayes,WI,North,44.985,-88.449,red,larva,-0.953696096,-0.228696659,-0.049981023,158,103,30.86123,19.4,0.014962642,0.0318704,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-212,0.0320505,-0.0558808,0.000733525,RB105_AG1,0.9776,37329336,lecontei,Hayes,WI,North,44.985,-88.449,red,larva,-0.953696096,-0.228696659,-0.049981023,158,103,27.77741,19.8,0.012050288,0.038273512,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-213,0.0213076,0.0466627,-0.00220427,RB106_AG1,0.8286,29180844,lecontei,Forge,VA,Central,37.913,-79.896,virginia,larva,0.865732206,-1.49029533,0.300542145,34,30,16.71409,15.3,0.082420103,0.174672604,lecontei_VA,0.0032,0.9968,0.0032,0.1782,0,0.8218,0.0336,0,0.4776,0.4888
21074D-06-214,0.0215294,0.0494053,-0.00259951,RB107_AG1,0.945,34563840,lecontei,Mountain_Grove,VA,Central,38.212,-79.719,pitch,larva,0.382383729,-1.485817153,-0.35223069,62,39,13.8116,18.3,0.027727736,0.160574841,lecontei_VA,0.0025,0.9975,0.0025,0.1667,0,0.8333,0.0316,0,0.5385,0.4298
21074D-06-215,0.0211296,0.0454637,-0.00230819,RB108_AG1,0.95815,35482092,lecontei,Deer_Run,WV,Central,38.678,-79.399,pitch,larva,0.48155982,-1.53117678,-0.539055883,71,45,13.45831,19,0.018097165,0.17857178,lecontei_WV,0.0042,0.9958,0.0042,0.1898,0,0.8102,0.0461,0,0.4702,0.4837
21074D-06-216,0.0200983,0.0378053,-0.00137678,RB110_AG1,0.8824,33642904,lecontei,Pemberton_Township,NJ,Central,39.934,-74.533,pitch,larva,0.634601661,1.19546187,0.586887131,83,57,15.36193,17.5,0.032320852,0.15454913,lecontei_NJ,0.0087,0.9913,0.0087,0.2274,1.00E-04,0.7726,0.052,0,0.2714,0.6766
21074D-06-217,0.0200562,0.0381778,-0.00150334,RB112_AG1,0.9074,33454938,lecontei,Bass_River,NJ,Central,39.621,-74.428,pitch,larva,1.244626397,0.672919477,0.319050027,78,52,18.65192,17.6,0.032615468,0.124156249,lecontei_NJ,0.009,0.991,0.009,0.224,0,0.7759,0.0458,0,0.2726,0.6816
21074D-06-218,0.0210345,0.0446359,-0.00207625,RB118_AG1,0.9087,35531554,lecontei,Brandywine,WV,Central,38.592,-79.172,virginia,larva,0.879324017,-0.99551546,-0.304304472,70,44,14.19226,18.7,0.019724799,0.176158451,lecontei_WV,0.0042,0.9958,0.0042,0.1944,0,0.8056,0.0468,0,0.4455,0.5076
21074D-06-219,0.0207119,0.0453174,-0.00169077,RB119_AG1,0.85415,32795178,lecontei,Buena_Vista,VA,Central,37.713,-79.367,virginia,larva,-0.106473636,-1.132395967,0.204656831,30,27,17.80858,16.7,0.045834561,0.169989725,lecontei_VA,0.0052,0.9948,0.0052,0.1802,0,0.8198,0.0286,0,0.4047,0.5666
21074D-06-220,0.0231402,0.0682221,-0.00438732,RB120_AG1,0.97975,46686144,lecontei,Lexington,KY,Central,38.209167,-84.389889,scots,adultF,-2.261533188,-1.54870313,0.363316169,60,37,11.23894,23.8,0.003786543,0.121702664,lecontei_KY,0,1,0,0.0899,0,0.91,0,0,0.9552,0.0448
21074D-06-221,0.0235384,0.0715594,-0.00476198,RB132_AG1,0.95545,35671576,lecontei,Lexington,KY,Central,38.014,-84.504,pitch,larva,-2.265811222,-0.288857847,0.378060503,41,32,14.43045,18.9,0.01820342,0.153792798,lecontei_KY,0,1,0,0.09,0,0.91,0,0,1,0
21074D-06-222,0.0323984,-0.0568936,0.000951707,RB136_AG1,0.97765,37343256,lecontei,Brohman,MI,North,43.759,-85.741,red,larva,1.314446849,-0.646262937,0.427268199,109,80,23.67476,19.4,0.014185048,0.052059654,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-223,0.0233237,0.0688202,-0.00428315,RB144_AG1,0.9809,36655514,lecontei,Lexington,KY,Central,38.209167,-84.389889,scots,adultF,-2.261533188,-1.54870313,0.363316169,60,37,13.48808,19,0.016141107,0.136455792,lecontei_KY,0,1,0,0.09,0,0.91,0,0,0.9519,0.048
21074D-06-224,0.0233263,0.0684476,-0.00434675,RB148_AG1,0.98305,38124900,lecontei,Lexington,KY,Central,38.209167,-84.389889,scots,adultF,-2.261533188,-1.54870313,0.363316169,60,37,15.75524,18.9,0.01713604,0.117852001,lecontei_KY,0,1,0,0.09,0,0.91,0,0,0.9553,0.0446
21074D-06-225,0.0234151,0.068725,-0.00420122,RB149_AG1,0.97815,36343496,lecontei,Lexington,KY,Central,38.209167,-84.389889,scots,adultF,-2.261533188,-1.54870313,0.363316169,60,37,15.38697,18.3,0.02227492,0.15111368,lecontei_KY,0,1,0,0.09,0,0.91,0,0,0.9588,0.0412
21074D-06-226,0.0233936,0.0685567,-0.00443594,RB151_AG1,0.9827,37949290,lecontei,Lexington,KY,Central,38.209167,-84.389889,scots,larva,-2.261533188,-1.54870313,0.363316169,60,37,13.80952,18.8,0.018242059,0.142961155,lecontei_KY,0,1,0,0.09,0,0.91,0,0,0.9597,0.0403
21074D-06-227,0.0231238,0.0694206,-0.0040672,RB162_AG1,0.96025,34660798,lecontei,Lexington,KY,Central,38.0235,-84.494056,austrian,larva,-2.291005341,-0.334606484,0.376932073,44,32,13.46615,18.4,0.023902554,0.162622464,lecontei_KY,0,1,0,0.0898,0,0.9102,0,0,0.9698,0.0302
21074D-06-228,0.0207712,0.0455769,-0.00148906,RB223_AG1,0.8998,36919824,lecontei,Bassett,VA,Central,36.801917,-79.937083,shortleaf,larva,1.190380184,-1.192188011,0.644415164,17,16,14.89064,17.7,0.02914286,0.174111385,lecontei_VA,0.0044,0.9956,0.0044,0.1809,0,0.8191,0.0258,0,0.3935,0.5807
21074D-06-229,0.0198485,0.0447047,-0.001647,RB224_AG1,0.8094,29633868,lecontei,Penhook,VA,Central,36.973472,-79.607611,pitch,larva,2.617979914,-1.461564369,0.734919894,22,20,20.52025,13.7,0.152215176,0.145300314,lecontei_VA,0.0186,0.9814,0.0186,0.179,0.0088,0.8122,0.0253,0.0019,0.3501,0.6227
21074D-06-230,0.0205564,0.0445717,-0.00184857,RB225_AG1,0.8302,30488934,lecontei,Penhook,VA,Central,36.973472,-79.607611,pitch,larva,2.617979914,-1.461564369,0.734919894,22,20,16.58603,15.9,0.066066487,0.145493096,lecontei_VA,0.0068,0.9932,0.0068,0.183,2.00E-04,0.8169,0.0264,0,0.3541,0.6194
21074D-06-232,0.0204446,0.0426275,-0.00144816,RB227_AG1,0.9,32047888,lecontei,Amelia,VA,Central,37.319056,-78.042833,pitch,larva,1.832998097,0.185904887,0.516735752,27,24,16.54444,16.4,0.052910181,0.166047916,lecontei_VA,0.0046,0.9954,0.0046,0.1911,0,0.8089,0.0293,0,0.2843,0.6864
21074D-06-233,0.0205097,0.0422884,-0.00139346,RB228_AG1,0.83945,30741230,lecontei,Amelia,VA,Central,37.319056,-78.042833,pitch,larva,1.832998097,0.185904887,0.516735752,27,24,19.5226,16.2,0.066940676,0.165625372,lecontei_VA,0.005,0.995,0.005,0.1952,0,0.8047,0.0304,0,0.2828,0.6868
21074D-06-234,0.0204161,0.0426229,-0.00137992,RB229_AG1,0.90525,30927200,lecontei,Amelia,VA,Central,37.319056,-78.042833,pitch,larva,1.832998097,0.185904887,0.516735752,27,24,17.96912,16.7,0.047766471,0.166038578,lecontei_VA,0.0048,0.9952,0.0048,0.1926,0,0.8074,0.0295,0,0.2981,0.6724
21074D-06-235,0.0203662,0.0423684,-0.00130718,RB230_AG1,0.9658,33519758,lecontei,Amelia,VA,Central,37.355528,-77.861917,pitch,larva,2.098408019,-0.542808836,0.712415997,29,26,15.068,18,0.029075243,0.160752926,lecontei_VA,0.0055,0.9945,0.0055,0.1962,0,0.8038,0.0304,0,0.3006,0.669
21074D-06-236,0.0323886,-0.0569722,0.000929655,RB235_AG1,0.9616,35603378,lecontei,Bitely,MI,North,43.759139,-85.740639,jack,larva,1.313010049,-0.648517965,0.412292459,110,80,26.3036,19.1,0.015720916,0.043254463,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-237,0.0323925,-0.0563971,0.000904565,RB236_AG1,0.97555,33976346,lecontei,Bitely,MI,North,43.759139,-85.740639,jack,larva,1.313010049,-0.648517965,0.412292459,110,80,25.80713,17.7,0.0276408,0.059103146,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-238,0.0324462,-0.0561844,0.000779247,RB237_AG1,0.84665,33126074,lecontei,Manistee,MI,North,43.785583,-85.740528,jack,larva,1.489771785,-0.943968006,0.416635688,117,80,26.54695,16.6,0.046027752,0.061280181,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-239,0.0324368,-0.0569257,0.000921678,RB239_AG1,0.9519,34125704,lecontei,Manistee,MI,North,43.790944,-85.740167,jack,larva,1.55982477,-0.964349086,0.451674437,119,80,22.9871,18.3,0.022332878,0.061864888,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-240,0.032345,-0.0567286,0.000916453,RB244_AG1,0.98175,37094042,lecontei,Manistee,MI,North,43.793222,-85.74,jack,larva,1.637506743,-0.96705918,0.45277429,120,80,26.04829,18.3,0.020956392,0.058004045,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-289,0.0324055,-0.056773,0.000841362,RB245_AG1,0.95775,50324198,lecontei,Grayling,MI,North,44.599667,-84.713278,jack,larva,3.294230346,-0.747175616,0.117704146,139,94,16.89623,27,0.001410294,0.058068167,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-290,0.0323385,-0.0567863,0.000849668,RB247_AG1,0.9482,48312546,lecontei,Grayling,MI,North,44.599667,-84.713278,jack,larva,3.294230346,-0.747175616,0.117704146,139,94,19.57594,25.4,0.001787017,0.050208294,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-291,0.0323639,-0.0568638,0.000846713,RB249_AG1,0.95895,34686364,lecontei,Grayling,MI,North,44.658167,-84.694694,red,larva,3.343957811,-0.350619656,0.118219688,147,95,21.20341,19.1,0.017203657,0.05671124,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-292,0.0324412,-0.0570199,0.00092965,RB250_AG1,0.9394,42198370,lecontei,Grayling,MI,North,44.658167,-84.694694,red,larva,3.343957811,-0.350619656,0.118219688,147,95,19.99436,22.7,0.003926607,0.055746814,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-293,0.0324107,-0.056791,0.000815557,RB251_AG1,0.90005,38524656,lecontei,Grayling,MI,North,44.658167,-84.694694,red,larva,3.343957811,-0.350619656,0.118219688,147,95,21.81902,20.6,0.008398978,0.055340704,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-295,0.0323753,-0.0571368,0.000803132,RB253_AG1,0.97825,47486106,lecontei,Grayling,MI,North,44.658167,-84.694694,red,larva,3.343957811,-0.350619656,0.118219688,147,95,17.63349,25.6,0.003709267,0.059147474,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-296,0.0323652,-0.056951,0.000834576,RB257_AG1,0.9507,46401240,lecontei,Grayling,MI,North,44.658167,-84.694694,jack,larva,3.343957811,-0.350619656,0.118219688,147,95,18.63405,23.8,0.00471386,0.061463656,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-298,0.0323614,-0.0568301,0.000939047,RB259_AG1,0.96585,37650046,lecontei,Grayling,MI,North,44.656889,-84.695778,jack,larva,3.249028541,-0.357129675,0.128241109,144,95,22.92972,20.3,0.009789953,0.0592473,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-299,0.0323635,-0.0568269,0.000792525,RB260_AG1,0.9742,37620646,lecontei,Grayling,MI,North,44.656889,-84.695778,jack,larva,3.249028541,-0.357129675,0.128241109,144,95,22.73036,20.1,0.010234292,0.058200361,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-300,0.0320661,-0.055759,0.000628815,RB267_AG1,0.95315,42854320,lecontei,Suring,WI,North,44.984528,-88.449222,red,larva,-0.950481129,-0.224521954,-0.047332372,157,103,25.01153,22.9,0.003593352,0.04205424,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-301,0.0322445,-0.0548367,0.00056443,RB279_AG1,0.93465,42212152,lecontei,Necedah,WI,North,44.115028,-90.118333,jack,larva,0.62395237,1.022567987,-0.481887176,127,85,30.26545,22.9,0.004375776,0.028174617,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-302,0.032197,-0.0550152,0.000578944,RB283_AG1,0.83105,34711758,lecontei,Necedah,WI,North,44.135833,-90.127667,jack,larva,0.249494984,1.338102614,-0.478253242,130,85,27.11694,17.9,0.028176905,0.05085108,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-304,0.0323798,-0.0537879,0.000510673,RB285_AG1,0.97915,42689848,lecontei,Necedah,WI,North,44.207472,-90.136306,jack,larva,0.101003934,1.274328884,-0.465349552,133,88,22.45557,22.6,0.008500403,0.049496076,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-305,0.0209272,0.0390176,-0.00163304,RB286_AG1,0.79665,36220632,lecontei,Big_Spring,MD,Central,39.631111,-77.963056,virginia,larva,-0.604438464,-1.161851801,0.357761833,79,53,19.25961,18.8,0.023390598,0.139867264,lecontei_MD,0.0073,0.9927,0.0073,0.2304,0,0.7696,0.0709,0,0.3529,0.5762
21074D-06-306,0.0205314,0.0390754,-0.00171662,RB287_AG1,0.86485,43828548,lecontei,Big_Spring,MD,Central,39.631111,-77.963056,virginia,larva,-0.604438464,-1.161851801,0.357761833,79,53,12.06761,23,0.0047042,0.17366978,lecontei_MD,0.0109,0.9891,0.0109,0.2285,0.003,0.7686,0.0675,3.00E-04,0.3408,0.5914
21074D-06-307,0.0207446,0.0393167,-0.00172658,RB288_AG1,0.86085,40567808,lecontei,Big_Spring,MD,Central,39.631111,-77.963056,virginia,larva,-0.604438464,-1.161851801,0.357761833,79,53,12.90726,21.2,0.008466595,0.171907879,lecontei_MD,0.0072,0.9928,0.0072,0.2279,0,0.772,0.0656,0,0.3405,0.5939
21074D-06-308,0.0200704,0.0375056,-0.00141407,RB290_AG1,0.92585,44568286,lecontei,Old_Bridge,NJ,Central,40.387417,-74.335083,pitch,larva,-0.936386937,0.347576384,1.159974298,86,59,11.91752,23.5,0.005100242,0.157553897,lecontei_NJ,0.0123,0.9877,0.0123,0.2301,5.00E-04,0.7694,0.0559,1.00E-04,0.2713,0.6727
21074D-06-309,0.02029,0.0376589,-0.00144243,RB291_AG1,0.97585,47262724,lecontei,Old_Bridge,NJ,Central,40.426722,-74.302778,scots,larva,-0.758878012,0.489352514,1.181939176,87,60,10.46949,25.5,0.002617738,0.154677565,lecontei_NJ,0.0072,0.9928,0.0072,0.2317,0,0.7683,0.0533,0,0.27,0.6767
21074D-06-310,0.0199818,0.0373667,-0.00145995,RB292_AG1,0.8791,40453092,lecontei,Old_Bridge,NJ,Central,40.426722,-74.302778,scots,larva,-0.758878012,0.489352514,1.181939176,87,60,12.30864,22.1,0.006752025,0.158234096,lecontei_NJ,0.0131,0.9869,0.0131,0.2312,3.00E-04,0.7685,0.0556,0,0.2699,0.6745
21074D-06-311,0.0283898,-0.0288441,0.000190415,RB294_AG1,0.9394,46046396,lecontei,Bolton,NY,North,43.55925,-73.732722,scots,larva,1.775254691,-0.091531107,0.305936733,106,78,16.83991,24.3,0.003337374,0.082807548,lecontei_NY,0,1,0,0.7896,0,0.2104,0.6913,0,0.0738,0.2349
21074D-06-312,0.0284496,-0.0294826,0.00029712,RB297_AG1,0.9217,40522278,lecontei,Bolton,NY,North,43.55925,-73.732722,scots,larva,1.775254691,-0.091531107,0.305936733,106,78,19.35421,21.3,0.007119088,0.088118691,lecontei_NY,0,1,0,0.7952,0,0.2048,0.6985,0,0.0718,0.2297
21074D-06-313,0.0202498,0.0344201,-0.00100289,RB304_AG1,0.8897,32988392,lecontei,Ossippee,NH,Central,43.819389,-71.205167,pitch,larva,1.247431253,1.271856531,0.50621529,124,82,18.34413,18.1,0.028828925,0.142953054,lecontei_NH,0.0119,0.9881,0.0119,0.2627,0,0.7373,0.094,0,0.2589,0.6471
21074D-06-314,0.0202881,0.0350636,-0.00119588,RB305_AG1,0.90495,35119392,lecontei,Ossippee,NH,Central,43.819389,-71.205167,pitch,larva,1.247431253,1.271856531,0.50621529,124,82,16.72557,19.4,0.017604528,0.142612731,lecontei_NH,0.0102,0.9898,0.0102,0.2564,1.00E-04,0.7435,0.0859,0,0.2612,0.6529
21074D-06-315,0.0201337,0.0338947,-0.00114093,RB306_AG1,0.97105,38135090,lecontei,Ossippee,NH,Central,43.819389,-71.205167,pitch,larva,1.247431253,1.271856531,0.50621529,124,82,14.46997,21.1,0.010166676,0.127190842,lecontei_NH,0.009,0.991,0.009,0.2687,0,0.7313,0.1057,0,0.2569,0.6374
21074D-06-316,0.0202549,0.034127,-0.00124542,RB307_AG1,0.815,34004144,lecontei,Ossippee,NH,Central,43.819389,-71.205167,pitch,larva,1.247431253,1.271856531,0.50621529,124,82,21.66441,18.5,0.03043241,0.127542989,lecontei_NH,0.0081,0.9919,0.0081,0.2677,0,0.7322,0.1045,0,0.2572,0.6383
21074D-06-317,0.0199599,0.0327575,-0.00131129,RB308_AG1,0.92505,37064906,lecontei,Ossippee,NH,Central,43.675972,-71.081639,pitch,larva,1.760875303,2.764702829,0.66659455,107,79,16.1006,19.7,0.020314032,0.142533881,lecontei_NH,0.0119,0.9881,0.0119,0.2794,2.00E-04,0.7204,0.125,0,0.2531,0.622
21074D-06-318,0.0235015,0.0710535,-0.00466935,RB341_AG1,0.84985,40310316,lecontei,Lexington,KY,Central,38.014,-84.504,virginia,larva,-2.265811222,-0.288857847,0.378060503,41,32,12.73376,21.9,0.006505706,0.159609532,lecontei_KY,0,1,0,0.09,0,0.91,0,0,1,0
21074D-06-319,0.0237213,0.0727096,-0.00490795,RB342_AG1,0.93855,49251604,lecontei,Lexington,KY,Central,38.014,-84.504,shortleaf,larva,-2.265811222,-0.288857847,0.378060503,41,32,10.31577,27.5,0.001956059,0.133882426,lecontei_KY,0,1,0,0.09,0,0.91,0,0,1,0
21074D-06-320,0.0236395,0.0719544,-0.00488548,RB343_AG1,0.96645,46298318,lecontei,Lexington,KY,Central,38.014,-84.504,pitch,larva,-2.265811222,-0.288857847,0.378060503,41,32,11.1931,25.2,0.002158909,0.141983137,lecontei_KY,0,1,0,0.09,0,0.91,0,0,1,0
21074D-06-321,0.0235362,0.0726386,-0.00483608,RB344_AG1,0.9251,44231442,lecontei,Lexington,KY,Central,38.014,-84.504,pitch,larva,-2.265811222,-0.288857847,0.378060503,41,32,11.42791,24.4,0.003313225,0.126345324,lecontei_KY,0,1,0,0.09,0,0.91,0,0,1,0
21074D-06-322,0.0236626,0.0734727,-0.00486818,RB345_AG1,0.91235,39959954,lecontei,Lexington,KY,Central,38.014,-84.504,pitch,larva,-2.265811222,-0.288857847,0.378060503,41,32,13.15742,21.8,0.0064236,0.140191232,lecontei_KY,0,1,0,0.09,0,0.91,0,0,1,0
21074D-06-323,0.0237477,0.0715751,-0.00466992,RB353_AG1,0.93875,39054008,lecontei,Lexington,KY,Central,38.014,-84.504,shortleaf,larva,-2.265811222,-0.288857847,0.378060503,41,32,12.42532,21.6,0.009277997,0.159017784,lecontei_KY,0,1,0,0.09,0,0.91,0,0,1,0
21074D-06-324,0.02357,0.0727867,-0.00464281,RB354_AG1,0.9144,48883508,lecontei,Lexington,KY,Central,38.014,-84.504,virginia,larva,-2.265811222,-0.288857847,0.378060503,41,32,10.7264,27.1,0.002864056,0.122713799,lecontei_KY,0,1,0,0.09,0,0.91,0,0,1,0
21074D-06-325,0.0235552,0.0710158,-0.00477858,RB359_AG1,0.9166,34878898,lecontei,Lexington,KY,Central,38.014,-84.504,virginia,larva,-2.265811222,-0.288857847,0.378060503,41,32,17.32024,19.2,0.02014016,0.123699348,lecontei_KY,0,1,0,0.09,0,0.91,0,0,1,0
21074D-06-326,0.0233217,0.0681525,-0.00446055,RB361_AG1,0.95375,36650546,lecontei,Lexington,KY,Central,37.98361111,-84.4175,loblolly,larva,-2.131433649,-0.853653371,0.361180771,36,31,14.30665,20.1,0.014030495,0.163335685,lecontei_KY,0,1,0,0.09,0,0.91,0,0,0.9495,0.0505
21074D-06-327,0.0200525,0.0378081,-0.00129996,RB368_AG1,0.94845,39331560,lecontei,Old_Bridge,NJ,Central,40.368141,-74.302177,pitch,larva,-1.032016443,0.02086546,1.168178161,85,59,13.24158,21.7,0.007539278,0.154485907,lecontei_NJ,0.0087,0.9913,0.0087,0.2289,0,0.7711,0.0547,0,0.2709,0.6745
21074D-06-328,0.0201462,0.0378725,-0.00148244,RB369_AG1,0.96705,41820228,lecontei,Old_Bridge,NJ,Central,40.368141,-74.302177,pitch,larva,-1.032016443,0.02086546,1.168178161,85,59,11.64842,22.8,0.005447986,0.158458826,lecontei_NJ,0.0091,0.9909,0.0091,0.2284,1.00E-04,0.7715,0.0552,0,0.271,0.6737
21074D-06-329,0.0233629,0.0692115,-0.00436696,RB370_AG1,0.95805,43191552,lecontei,Lexington,KY,Central,38.033089,-84.506953,mugo,larva,-2.296664654,-0.330739374,0.368729896,47,32,11.28714,23.7,0.004032862,0.159576944,lecontei_KY,0,1,0,0.09,0,0.91,0,0,0.9823,0.0177
21074D-06-330,0.0307805,-0.0467493,0.000342811,RB371_AG1,0.9135,42545102,lecontei,Ontario,CAN,North,45.492978,-77.59689233,red,larva,1.181139931,-0.03884047,0.688563043,165,108,16.21528,23.3,0.003747905,0.081760579,lecontei_CAN,0,1,0,0.952,0,0.048,0.8741,0,0.0162,0.1097
21074D-06-331,0.0305971,-0.0464783,0.000531745,RB372_AG1,0.96815,41378552,lecontei,Ontario,CAN,North,45.512013,-77.44665869,red,larva,0.83013253,-0.532082886,0.897637387,167,110,16.15527,23,0.004351627,0.079646662,lecontei_CAN,0,1,0,0.9504,0,0.0496,0.8744,0,0.0168,0.1088
21074D-06-332,0.0324155,-0.0566408,0.000872173,RB380_AG1,0.92375,48113036,lecontei,Manistee,MI,North,43.7675,-85.74027778,jack,larva,1.332042297,-0.774954881,0.420935918,112,80,16.48053,26.9,0.00149723,0.059693623,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-333,0.0324929,-0.0570607,0.000834645,RB381_AG1,0.92145,37941664,lecontei,Manistee,MI,North,43.76861111,-85.74083333,jack,larva,1.331861421,-0.79178151,0.434867347,113,80,29.15885,21.1,0.00750547,0.035373123,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-334,0.0324642,-0.0564626,0.000832354,RB383_AG1,0.7596,37561790,lecontei,Manistee,MI,North,43.76972222,-85.74166667,jack,larva,1.322906475,-0.807564651,0.437235168,115,80,24.21801,20.1,0.0107221,0.055304669,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-335,0.032448,-0.0565965,0.000829966,RB384_AG1,0.81885,33371952,lecontei,Manistee,MI,North,43.76972222,-85.74166667,jack,larva,1.322906475,-0.807564651,0.437235168,115,80,25.64205,18.4,0.023665896,0.056537505,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-336,0.0324325,-0.0568717,0.000870955,RB386,0.9732,42880878,lecontei,Grayling,MI,North,44.65666667,-84.69555556,jack,adultF,3.245367294,-0.35864502,0.128241109,143,95,19.93451,22.4,0.004129457,0.058338264,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-337,0.0324029,-0.0568233,0.000787012,RB388_AG1,0.8917,35003522,lecontei,Grayling,MI,North,44.65666667,-84.69555556,jack,larva,3.245367294,-0.35864502,0.128241109,143,95,24.58296,19.2,0.016059001,0.057558265,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-338,0.0323279,-0.0531399,0.000682763,RB396,0.9722,45056960,lecontei,Necedah,WI,North,44.15611111,-90.13222222,jack,adultF,0.114852785,1.413251542,-0.453648556,132,85,21.46716,22.2,0.005766751,0.04895679,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-339,0.0322869,-0.0542793,0.000689025,RB397_F2,0.96605,45119300,lecontei,Necedah,WI,North,44.15611111,-90.13222222,jack,adultF,0.114852785,1.413251542,-0.453648556,132,85,21.44887,23.4,0.003153843,0.047815849,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
