ID,centroid_size_right,Comp1,Comp2,Comp3,Comp4,Comp5,Cutwindow_length_right,Sut1_length_right,Sut2_length_right,Sut3_length_right,Sut4_length_right,Sut5_length_right,Sut6_length_right,Arc1_width_right,Arc2_width_right,Arc3_width_right,Arc4_width_right,Arc5_width_right,Arc6_width_right,Rightface_len,cut_edge_length,window_to_edge1,window_to_edge2,Intersect_to_top_dist_right,dist_arc2_arc3_right,dist_arc3_arc4_right,dist_arc4_arc5_right,Rightface_height1,Rightface_height2,Rightface_height3,Rightface_height4,Rightface_height5,Rightface_height6,Rightface_height7,cutting_depth1,cutting_depth2,rail_length,window_to_rail
FEB1xPBX012-1-V35,1.952144613,0.011671582,0.024636726,-0.008226266,-0.004395433,0.006375511,0.493830943,0.206588915,0.153828638,0.116535188,0.07677708,0.078901014,0.080786694,0.105944939,0.122511755,0.099514069,0.056264554,0.086599827,0.069908869,1.262894061,0.244057801,0.289190387,0.20550944,0.049644436,0.114333766,0.088888694,0.070001714,0.203052358,0.22152826,0.21688958,0.224082306,0.241316245,0.26046758,0.404004084,0.068110572,0.069380184,0.879431367,0.145347102
FEB1xPBX013-1-V12,2.016501626,-0.004383305,-0.019102437,0.000132751,-0.008563614,0.002746739,0.483711081,0.194946685,0.124491164,0.088065714,0.052705313,0.057840557,0.058572434,0.14102982,0.123831256,0.110343509,0.069235034,0.072233233,0.065414983,1.287418533,0.229457992,0.288298058,0.212457172,0.066297813,0.110993333,0.086566564,0.068554285,0.184408785,0.190648708,0.192054497,0.201872485,0.225023043,0.259512042,0.411471141,0.055395397,0.061760262,0.9532094,0.133275729
FEB1xPBX013-1-V18,1.979848617,0.004373265,-0.034940415,-0.003098595,-0.016993017,0.006581354,0.481568271,0.182475916,0.119189974,0.072249637,0.049094603,0.038836066,0.049552901,0.125307023,0.134731808,0.104300815,0.072757817,0.066178697,0.064779086,1.263679026,0.210722282,0.272370061,0.209908861,0.069832514,0.114872146,0.084961403,0.070642339,0.18196071,0.181414718,0.189269121,0.192464153,0.21906111,0.247551409,0.393909685,0.065630785,0.063432878,0.933037888,0.142610308
KMM20-V09,2.045744602,0.006031456,-0.009616559,0.007738204,0.010172701,-0.010229087,0.502195709,0.189737977,0.135133194,0.101311599,0.065892185,0.07163414,0.087344204,0.113227073,0.134828076,0.117306607,0.077818892,0.083710214,0.074856195,1.303765903,0.234695398,0.302876377,0.224903468,0.062617969,0.117679607,0.08725881,0.080869339,0.190428701,0.200339337,0.200105622,0.21733672,0.237503726,0.257046163,0.39868697,0.080628345,0.073948698,0.943262615,0.128730571
KMM20-V10,2.005713563,0.004000856,0.009440717,0.00843407,0.003205287,-0.005414914,0.473968142,0.237767323,0.138192981,0.101552006,0.071259035,0.055130482,0.060462633,0.1582,0.12896391,0.114242286,0.080514905,0.072591597,0.068518684,1.26193257,0.245662085,0.290346362,0.21561192,0.059770394,0.107240151,0.091629962,0.082014206,0.19250374,0.193658075,0.194238256,0.206101965,0.229557139,0.283862308,0.407567332,0.069848193,0.064485425,0.925005649,0.138702704
KMM20-V29,1.990970584,9.67E-07,-0.009295223,-0.001294595,0.005966691,0.001167241,0.477256179,0.19484694,0.124013588,0.091146311,0.066780311,0.066292156,0.066811077,0.132719931,0.132042417,0.112329871,0.068618656,0.077542569,0.065924578,1.272775251,0.23554195,0.299256713,0.227780969,0.068518684,0.12248155,0.088763619,0.070864448,0.182307021,0.187649594,0.188346542,0.198459593,0.215838296,0.25554843,0.383899896,0.072389019,0.075944783,0.924158325,0.121507613
KMM5-V11,1.998351258,0.00834896,-0.021563155,-0.002810772,-0.000402047,-0.005424294,0.500882551,0.185045994,0.113635954,0.076064183,0.06534011,0.054334611,0.067529623,0.128993721,0.130393443,0.096692192,0.081379666,0.075988223,0.068008896,1.285875052,0.234728375,0.287321005,0.216289066,0.069408717,0.120863435,0.081641656,0.077456633,0.191019083,0.190272279,0.190717068,0.196057645,0.21564705,0.24592936,0.377408757,0.060097421,0.069456461,0.928279322,0.135971651
LBX001V02,2.068649565,-0.013910444,0.001662204,-0.015461676,0.002563368,0.004368927,0.491984654,0.213070528,0.124091901,0.101796513,0.062616691,0.043892824,0.084804068,0.165135005,0.111402199,0.104202351,0.090062034,0.074529189,0.064901926,1.327792849,0.258473558,0.313803155,0.223746307,0.062803901,0.104169333,0.093865063,0.079297982,0.18506226,0.18839517,0.189144733,0.202192037,0.214749272,0.261062311,0.40286952,0.067939532,0.068755291,0.952984376,0.144649922
LBX001V06,2.064204386,-0.021981663,0.013719482,-0.00972765,0.018190054,0.021213363,0.44933009,0.221365219,0.128610303,0.098221077,0.074740217,0.068544,0.085963015,0.161301116,0.123307299,0.102449988,0.077765867,0.084264643,0.058253669,1.296398878,0.2354752,0.338987463,0.267140001,0.061803964,0.113008009,0.095396279,0.08237967,0.207993293,0.213980373,0.212516023,0.216932155,0.231294185,0.276908162,0.406696754,0.066385842,0.071927811,0.937100486,0.145666056
LBX001V07,2.084439336,-0.00138423,-0.00948903,-0.01223118,-0.014270223,0.013581592,0.489992816,0.218410668,0.138559734,0.099485577,0.062623079,0.06574595,0.074429295,0.147543926,0.133382945,0.109004587,0.088447159,0.07424372,0.060552869,1.334094678,0.255201979,0.30923732,0.223281459,0.074109716,0.120060526,0.085626631,0.083773325,0.210317332,0.207071051,0.20431275,0.221641535,0.238695057,0.275636028,0.416981966,0.077975701,0.080246931,0.954781902,0.14133623
LBX001V08,2.114993175,0.00104049,0.010435198,-0.011052519,-0.016024781,0.010106802,0.513669719,0.225700022,0.154211802,0.110254433,0.0770976,0.05632566,0.078872175,0.142618968,0.140976771,0.11488973,0.089938257,0.072813872,0.0633,1.342754639,0.255412607,0.299726409,0.215684979,0.066962826,0.127125961,0.097509897,0.077488386,0.212804535,0.216143124,0.215961895,0.228691167,0.244818565,0.284538539,0.45147094,0.062683411,0.069896853,0.955088069,0.160429455
LBX001V10,2.053658551,-0.014306119,0.01196786,-0.009646893,0.024245408,0.020395956,0.436193375,0.231934495,0.133210848,0.105319039,0.077829879,0.075761732,0.0883544,0.166974878,0.117961901,0.106834124,0.092274211,0.086181495,0.0555109,1.302444536,0.256717198,0.356214781,0.266565133,0.061200163,0.110284405,0.099854144,0.077286804,0.209688197,0.210955256,0.215799282,0.223473175,0.234950591,0.287929036,0.409581884,0.074249579,0.076991493,0.938041497,0.136564271
LBX001V12,2.064425063,0.006026192,-0.006399663,-0.019181092,-0.000733604,0.006104374,0.503939292,0.208680737,0.127054083,0.089429581,0.058792942,0.059245675,0.080275152,0.14514975,0.148408625,0.0922,0.074448976,0.085036757,0.058821765,1.31445898,0.255336268,0.306450861,0.221721357,0.052541983,0.118167339,0.103628953,0.082710701,0.206452125,0.209301553,0.20657633,0.208652942,0.23676066,0.271696485,0.3915401,0.072783583,0.072981367,0.954488847,0.152220925
LBX001V13,2.02704966,0.015646083,0.004131311,-0.021848006,0.003318726,0.011883647,0.473420342,0.213695227,0.136792726,0.094379023,0.075371745,0.065260785,0.085047105,0.148916252,0.122549459,0.102701607,0.075912186,0.07974221,0.067364828,1.291625538,0.255336406,0.321614832,0.25197605,0.058319294,0.117562111,0.089771989,0.077009415,0.201392403,0.21019146,0.207247292,0.21429244,0.229199825,0.26738491,0.390728768,0.071309186,0.07125307,0.931144849,0.146316711
LBX001V15,2.028203897,0.000485306,0.007180486,-0.018392815,-0.002492276,0.008767572,0.474844859,0.201983291,0.130472143,0.093065837,0.066442231,0.060288059,0.077183547,0.129946027,0.127590164,0.101973526,0.083211177,0.081937842,0.068114389,1.284838251,0.245621192,0.316864845,0.23456449,0.05467696,0.120356886,0.084790624,0.077783353,0.206124841,0.203222169,0.208421808,0.214994163,0.233278224,0.257242298,0.415050178,0.066438694,0.066896936,0.929687845,0.143228838
LBX001V18,2.098590003,0.002592491,0.047324969,-0.010560288,-0.022661113,0.021666215,0.494537855,0.259676433,0.167285684,0.143293405,0.096313758,0.087869562,0.096446721,0.155407239,0.139066171,0.104228307,0.088916871,0.066072082,0.067600666,1.326562633,0.269112337,0.309900516,0.221857274,0.058358633,0.119722387,0.093608226,0.084848866,0.211740407,0.218146052,0.219362759,0.226641236,0.256865276,0.311660232,0.464165714,0.068161059,0.05954872,0.923708915,0.130913865
LBX001V27,2.060938628,0.010082372,-0.000133136,-0.004432573,0.005460629,0.005298265,0.48055778,0.225541593,0.134617087,0.105015427,0.068519267,0.067604881,0.081846258,0.143215397,0.113176058,0.110711562,0.08854129,0.091261218,0.06720744,1.32238373,0.260762459,0.319106158,0.245102938,0.05230239,0.099081835,0.090824281,0.08301283,0.211828067,0.217252043,0.219580418,0.226606487,0.242586582,0.279287128,0.411602745,0.067437823,0.080903028,0.946149655,0.151261528
LBX001V29,1.991766181,0.00718317,-0.000460807,-0.016591339,0.010949242,-0.002357254,0.481322034,0.212160788,0.124878261,0.093434469,0.073119423,0.064765577,0.070843207,0.145716609,0.11328164,0.110183937,0.078885043,0.084548802,0.067364828,1.273152218,0.243373232,0.299197928,0.226723113,0.046912898,0.101482314,0.100549142,0.077560428,0.191151144,0.199471025,0.199570038,0.20783811,0.228197656,0.266082262,0.371528478,0.071877952,0.072359174,0.911774676,0.136310271
LBX001V30,2.019146975,0.020969268,-0.010603866,-0.017408459,-0.010879954,0.021816545,0.473584227,0.215046809,0.121798604,0.091941558,0.062966737,0.046838979,0.057964472,0.143980138,0.121346158,0.104455637,0.079312357,0.061238632,0.069386238,1.298855535,0.253345555,0.317045139,0.238703603,0.072630366,0.111218928,0.088218932,0.070500071,0.193571331,0.192171616,0.197533212,0.20950957,0.227553598,0.27574345,0.406985258,0.066676008,0.070855346,0.963452801,0.145339946
LBX001V31,2.053027365,0.002508007,0.006463809,-0.015966808,-0.002901065,0.004263885,0.489534023,0.217220671,0.12941785,0.096041658,0.067031411,0.066167364,0.089397204,0.147501661,0.12071806,0.109585127,0.076149655,0.073602717,0.065050211,1.311772396,0.266715279,0.311528313,0.217999381,0.052369648,0.125629973,0.093744333,0.078660791,0.218532949,0.221828605,0.211354158,0.22080274,0.228288283,0.273355977,0.399509011,0.073516529,0.069169502,0.949109056,0.156300896
LBX002V02,2.042028169,0.007906814,-0.010073153,0.005310144,-0.016997809,0.015490154,0.490632011,0.21072679,0.132910985,0.100291824,0.059836611,0.082740861,0.073808197,0.1424,0.12071806,0.103662385,0.084679632,0.072988561,0.064883973,1.300912007,0.237315823,0.288390239,0.209491503,0.066508646,0.112432068,0.083805071,0.08301283,0.218657175,0.214461418,0.211781255,0.2243107,0.237330571,0.27605485,0.418527538,0.060585477,0.059175164,0.951509758,0.131903791
LBX002V04,2.037583045,0.018384762,0.001571208,0.013588695,0.020231575,0.000346734,0.491937821,0.217936986,0.128768707,0.094114823,0.059449643,0.045515931,0.054425913,0.141561471,0.116747634,0.105804726,0.081298462,0.067662176,0.079112388,1.309744269,0.268962098,0.329098481,0.253544473,0.059770394,0.112054674,0.085543264,0.082761344,0.203225195,0.209015621,0.208393114,0.220438676,0.231759574,0.285685736,0.395988005,0.075223467,0.078055429,0.94406254,0.16369609
LBX004V01,2.121276878,-0.001364071,-0.003300906,-0.017045809,-0.011786497,-0.001274728,0.507350224,0.224204371,0.132023104,0.101654169,0.063582152,0.045449312,0.083485687,0.149616176,0.136129424,0.10585901,0.08714356,0.083024093,0.072601102,1.336877201,0.232852851,0.300347832,0.224810009,0.061216011,0.1163334,0.099718103,0.079056562,0.196705719,0.199719328,0.204104997,0.213009389,0.238252156,0.282251678,0.423222128,0.066885275,0.063773662,0.980159604,0.154986741
LBX005V01,2.154191489,0.008247305,-0.00484474,-0.02754114,0.000403855,-0.013143923,0.530668126,0.230854261,0.134460998,0.099796443,0.067631058,0.056967447,0.057245087,0.162556882,0.128075603,0.126728253,0.090646401,0.082315491,0.064403804,1.373147232,0.266775486,0.310149077,0.218043757,0.06414429,0.125547919,0.097778628,0.086348712,0.203863876,0.208251483,0.213350416,0.225785252,0.240069261,0.279595887,0.389248879,0.073441814,0.073997973,1.009692453,0.151947524
LBX005V02,2.080553762,-0.003442377,-0.014134909,-0.014809655,0.010978661,0.006560374,0.525342745,0.179703116,0.113621169,0.072858013,0.047173404,0.054168072,0.070396165,0.142464908,0.130518543,0.10759052,0.067005821,0.084020057,0.069173767,1.347606011,0.253146163,0.311614008,0.225630228,0.068494671,0.126823105,0.097755307,0.082676538,0.207802045,0.206965214,0.192911638,0.196857563,0.218530364,0.252223492,0.367495007,0.072461093,0.072423822,0.945802062,0.153914327
LBX005V03,2.112495386,-0.013682489,-0.004475008,0.003774653,0.006761345,0.005076895,0.513711222,0.20490876,0.137024742,0.089727198,0.064209189,0.053108662,0.060929467,0.136607174,0.137428527,0.111171984,0.071208497,0.070307681,0.077098703,1.342135735,0.251636742,0.297146866,0.220157058,0.065598552,0.108570346,0.095216858,0.086427889,0.204723252,0.206652946,0.202541946,0.211368304,0.237251976,0.26714629,0.408782827,0.059068943,0.065562566,0.985740787,0.153781826
LBX005V07,2.089187202,0.036664683,-0.01357533,-0.002614756,-0.010751182,-0.009143829,0.525318427,0.203852594,0.127598785,0.097179267,0.064623912,0.047278431,0.074940843,0.138846678,0.118792634,0.109903321,0.086308343,0.077473673,0.063131688,1.333628753,0.256080554,0.305067878,0.223099821,0.064037801,0.122860002,0.098375302,0.077273864,0.206322199,0.199371212,0.205156452,0.212571917,0.221550175,0.26503081,0.42049591,0.063842384,0.067880851,1.008636565,0.152093425
LBX005V09,2.071935983,0.0258337,-0.003463216,0.014670903,0.006302229,-0.006713831,0.51484384,0.223312024,0.154146846,0.11290372,0.069278929,0.049085741,0.08205035,0.132878591,0.139864649,0.096706256,0.090671495,0.076212925,0.066966036,1.325137714,0.268295546,0.301330417,0.21316496,0.062004597,0.120771892,0.104319749,0.084728567,0.207802238,0.20512796,0.209908266,0.219102008,0.24544751,0.283389273,0.415488748,0.069949696,0.060193189,0.974179722,0.156069632
LBX005V10,2.060841668,0.031713915,-0.003406673,-0.001365609,0.017195974,-0.009316232,0.502515323,0.216660887,0.145622148,0.105246235,0.071847408,0.050161439,0.079384759,0.137210641,0.13642815,0.112219651,0.078817384,0.080527511,0.061503252,1.321295141,0.259087051,0.315795266,0.241854853,0.059854657,0.106360237,0.093473258,0.082360792,0.203736717,0.199257647,0.201907528,0.21902687,0.243673901,0.273600292,0.382868972,0.071092123,0.073913801,0.973866978,0.149152942
LBX005V11,2.126663526,0.000230113,-0.003638113,-0.007915629,-0.005478703,-0.002463803,0.523451478,0.207424998,0.128644083,0.099441691,0.066049224,0.07160817,0.084468456,0.161814956,0.132136937,0.111284186,0.077706435,0.070500071,0.068339154,1.350078664,0.266155932,0.307244089,0.213947657,0.059670512,0.113357179,0.101368437,0.088120656,0.211437225,0.207483132,0.208110187,0.212300636,0.227929485,0.270475729,0.408188388,0.066700075,0.069157285,0.998048055,0.135911736
LBX005V12,2.072065956,-0.008462061,-0.004231851,-0.012788704,0.009840741,-0.008214292,0.516259721,0.197863084,0.123848375,0.089934421,0.054356784,0.051694874,0.091142526,0.15804569,0.133369337,0.098511421,0.064737393,0.085558167,0.071329727,1.323452515,0.260773177,0.303295912,0.217222674,0.049706438,0.104756098,0.094530683,0.080513974,0.206942432,0.21542725,0.202120805,0.210374262,0.23434146,0.261114726,0.380093068,0.070908462,0.074699465,0.959401199,0.165223788
LBX005V14,2.068166263,-0.01053625,-0.004804042,-0.017062702,0.003071074,-0.013713138,0.518723905,0.203551591,0.121060852,0.077936513,0.047521364,0.060626727,0.079635733,0.144663921,0.128708741,0.101450481,0.070131448,0.085761763,0.083211177,1.309645666,0.241055035,0.296264004,0.204062858,0.052324468,0.114841978,0.090713229,0.076626431,0.189523429,0.195480792,0.192418944,0.202176284,0.22476986,0.255280943,0.385407901,0.071877674,0.072989999,0.957086396,0.136653211
LBX007V01,2.026942311,-0.001892573,-0.001529249,0.020027086,-0.002380755,0.006130884,0.486376192,0.192891731,0.129436703,0.099509397,0.064802006,0.055356481,0.072681497,0.12820234,0.113298985,0.098173571,0.076694198,0.079953299,0.066708995,1.30125257,0.248645692,0.301761313,0.230985584,0.052868989,0.106856399,0.081880706,0.083165498,0.213224014,0.20151392,0.200889945,0.212761134,0.226363093,0.26053163,0.418085362,0.070419387,0.077212499,0.921889625,0.146840049
LBX007V02,2.064011415,0.017488489,-0.014769244,0.006966374,0.012495148,-0.000543113,0.506845696,0.194274857,0.135545195,0.101599311,0.064895069,0.046498172,0.076520585,0.131045794,0.125216493,0.10900555,0.080064287,0.071329727,0.070307681,1.313946213,0.245522178,0.311499422,0.244352389,0.054593864,0.109256762,0.091825269,0.089703121,0.212833926,0.21653009,0.210286091,0.223899107,0.244628085,0.267438311,0.386591774,0.069175501,0.074756471,0.967742285,0.170052227
LBX007V06,2.033061335,0.025001924,-0.00969134,0.011661663,-0.004091354,0.008380199,0.482282127,0.215574813,0.14326985,0.086542128,0.067333498,0.07781221,0.059148035,0.142000317,0.121679579,0.099460947,0.080801299,0.068350347,0.063881531,1.294492186,0.263272501,0.313941858,0.237944468,0.065403746,0.110025815,0.102726238,0.07219065,0.203813346,0.200878197,0.204715705,0.208592473,0.235086048,0.283011466,0.434221107,0.07254826,0.072594284,0.962488696,0.12314727
LBX007V08,2.023424784,0.030328685,-0.016753248,0.007856435,-0.010889882,0.009112186,0.498383838,0.213548425,0.135698526,0.084944806,0.069640003,0.090588355,0.06375398,0.151100827,0.119594022,0.098882203,0.076228669,0.06813582,0.068753545,1.292475586,0.255244216,0.306772636,0.218733125,0.0606066,0.111186555,0.09989059,0.072641861,0.200830775,0.20104788,0.202465429,0.208508825,0.229407977,0.281564575,0.436340899,0.079721327,0.071543623,0.955752625,0.111097255
LBX008V01,2.051692209,0.01992089,0.003757298,0.005142513,0.022168975,-0.003568243,0.49393867,0.223575513,0.150915639,0.10706979,0.073550255,0.042283803,0.088831357,0.133908924,0.132854243,0.113048883,0.085707934,0.073299181,0.060451716,1.307468933,0.261276195,0.326548695,0.250341407,0.053074476,0.108560812,0.095904327,0.082607506,0.201454834,0.201051362,0.202481431,0.215347022,0.241855432,0.274875681,0.391450559,0.079777503,0.073141302,0.953285875,0.159238469
LBX008V02,2.049360743,0.008722257,0.010050646,-0.019413791,0.016928383,-0.004449089,0.493433886,0.234471597,0.127170437,0.089167931,0.066888714,0.043906264,0.080843676,0.16678744,0.126837297,0.108610174,0.082177613,0.079536658,0.071433886,1.298432813,0.259723103,0.316497615,0.239704151,0.060436496,0.127485882,0.096038169,0.07292311,0.197054434,0.201627478,0.200888526,0.205176436,0.221453246,0.281821309,0.381925569,0.075525492,0.072683767,0.94016706,0.158212642
LBX008V04,2.000517314,-0.001292256,-0.025431358,-0.000393307,0.004734168,-0.003279638,0.504387252,0.181844027,0.117638174,0.085384132,0.052609695,0.053045735,0.074210511,0.135930938,0.136835704,0.103219378,0.078664922,0.074358389,0.06970581,1.273452728,0.237941442,0.28547478,0.209152026,0.057612585,0.114872146,0.093136298,0.072831312,0.191739667,0.189035658,0.181012762,0.193470334,0.210870814,0.246287738,0.369190791,0.080461979,0.070646302,0.926108077,0.136059877
LBX008V05,2.068199131,0.019003895,-0.001458052,-0.00166557,0.013880564,-0.010702242,0.508631753,0.226247586,0.138515162,0.096704757,0.065315925,0.050726817,0.075383354,0.142165889,0.134033018,0.113728273,0.079264242,0.082947272,0.076058004,1.311419452,0.247604564,0.31100344,0.237254336,0.059716413,0.115640996,0.089616182,0.081246908,0.204863491,0.202430556,0.200193506,0.210434337,0.234084429,0.28270191,0.392389054,0.07562288,0.082081057,0.956831108,0.151935842
